80092,"['900108724', '900089179', '900115233', '900115032', '900114775', '900115031', '900107500', '900112789', '900115083', '900112210', '900119154', '900111946', '900112485', '900116923', '900109426', '900118278', '900114983', '900115023', '900117135', '900120193', '900117301', '900114440']"
80093,"['900115729', '900112568', '900115736', '900082447', '900110837', '900118499', '900115245', '900115425']"
80530,"['900112883', '900117604', '900108848', '900106737', '900114007', '900116622', '900115867', '900100966', '900108451', '900082077', '900110098', '900114714', '900110596', '900109784', '900118587', '900110425', '900118096', '900116141', '900116143', '900097169', '900067181', '900114679', '900074853', '900114286', '900103134', '900109197', '900097204', '900098365', '900110099', '900118422', '900109244', '900107130', '900111938', '900112333']"
80531,"['900117604', '900109086', '900104467', '900114036', '900105891', '900115867', '900109431', '900109784', '900118587', '900111299', '900118096', '900116143', '900097169', '900114679', '900103134', '900097204', '900112333']"
80532,"['900108921', '900115046', '900108114', '900114438', '900114775', '900051375', '900113342', '900115970', '900106344', '900112043', '900103261', '900107457', '900091424', '900086087', '900110037', '900117040', '900109489', '900114772', '900108306', '900113613', '900114361', '900116081', '900113085', '900092108', '900119353', '900068732']"
80533,"['900114305', '900118073', '900116432', '900094390', '900106737', '900100652', '900099777', '900113786', '900109846', '900112181', '900067018', '900103498', '900107305', '900100674', '900102274', '900117140', '900115083', '900114787', '900113159', '900115086', '900116425', '900118448', '900101391', '900112832', '900101304', '900108979', '900109560', '900114810', '900107130', '900081741', '900109467']"
80534,"['900114305', '900108921', '900115046', '900100652', '900099777', '900108507', '900112181', '900067018', '900106344', '900100674', '900086087', '900109489', '900115086', '900116425', '900118448', '900114772', '900112832', '900114361', '900113085', '900081741', '900068732']"
80535,"['900115503', '900097211', '900084456', '900114406', '900114753', '900064700', '900109538', '900104930', '900115049']"
80536,"['900112931', '900060576', '900114379', '900111873', '900108059', '900107764', '900100870', '900111190', '900095960', '900112925', '900114605', '900116219', '900116923', '900115757', '900105707']"
80537,"['900114241', '900104696', '900115198', '900112868', '900109674', '900118929', '900117770', '900114813']"
80538,"['900103756', '900115015', '900103733', '900114344', '900110237', '900115552', '900115747', '900104930', '900085870', '900114552']"
80539,['900113297']
80540,"['900103797', '900112342', '900106469', '900116191', '900116252', '900114317', '900111981', '900118103', '900112363', '900113936', '900109536', '900115227', '900118922', '900101040', '900116133', '900108618', '900060829', '900114682', '900118091', '900116322', '900115091', '900108068', '900112417', '900100126']"
80541,"['900113122', '900117304', '900112667', '900114199', '900114763', '900114942', '900103606', '900118794', '900117052', '900117542', '900055555', '900117026', '900115607', '900111094', '900105032']"
80542,"['900103406', '900081465', '900093185']"
80543,"['900114921', '900111801', '900115080', '900115047', '900113354', '900115977', '900115115', '900111771', '900114297', '900113750', '900114010', '900121196']"
80544,"['900110464', '900114280', '900121423', '900114648', '900113439', '900118696', '900120563', '900104148', '900114563', '900114275', '900114778', '900108713', '900116354']"
80545,"['900118343', '900106626', '900116305', '900114708', '900116226', '900105643', '900115200', '900117940', '900114884', '900111996', '900118930', '900109258', '900115694', '900114673', '900103722', '900116085', '900114846', '900108984', '900115211', '900118337', '900102237', '900110304', '900099985', '900100838']"
80546,"['900118649', '900118332', '900113047', '900115739', '900109253']"
80547,"['900105662', '900118179', '900112632', '900114408', '900114290', '900116989', '900098254', '900120551', '900103269', '900113342', '900114421', '900116141', '900111572', '900109503', '900116674', '900109348', '900086553', '900113925', '900116960', '900103274', '900118982', '900112419', '900112421']"
80548,"['900108114', '900103967', '900115152', '900059102', '900116835', '900122711', '900119348', '900117053', '900120193']"
80549,"['900116590', '900118135', '900116962', '900118518', '900112013', '900118532', '900111969', '900111457', '900109807', '900118975', '900109679']"
80550,"['900115970', '900114455', '900118233', '900109244', '900114758', '900114750']"
80551,"['900116145', '900115017', '900113367', '900116196', '900117150', '900112271', '900119147', '900118048', '900117903', '900114920', '900117149', '900101200', '900063240', '900117821', '900110660', '900108704', '900109537', '900114238', '900094945', '900114590', '900116108', '900116308', '900112070', '900116022', '900118213', '900114732']"
80552,"['900116598', '900109846', '900111467', '900090199', '900115032', '900103498', '900102927', '900115095', '900108050', '900102845', '900114389', '900115281', '900116121']"
80553,"['900114404', '900118809', '900109572', '900109914', '900115072', '900016733', '900113852']"
80554,"['900084652', '900071969', '900058247', '900011519']"
80558,"['900109660', '900115279', '900109820', '900113372', '900106895', '900089236', '900116348', '900118591', '900108591', '900119443', '900116267', '900115219', '900109087', '900112769', '900114491', '900110001', '900116237', '900112283', '900117686', '900116067']"
80559,"['900108824', '900082447', '900110025', '900108319', '900113616', '900108015', '900119314', '900118243', '900116189', '900111385', '900109088', '900109906', '900104270', '900117520', '900105988']"
80560,"['900109061', '900119053', '900118350', '900103023', '900106631', '900105192', '900112388', '900107693', '900057470', '900102995', '900112747', '900109070', '900109542', '900100005', '900097198', '900114423', '900111439', '900098365', '900109145', '900120468', '900112879', '900121977', '900108781', '900103912', '900115426']"
80561,"['900114422', '900118921', '900114559', '900109403', '900118064', '900110022', '900115199', '900111326', '900116155', '900112488', '900115241', '900114951', '900117090', '900107224', '900104207', '900115093', '900108907', '900104435', '900114814', '900118097', '900093693', '900114730', '900107887', '900096390']"
80562,"['900107518', '900108855', '900117297', '900097029', '900115862', '900015313', '900069020', '900112508', '900097164', '900118665', '900117318', '900110041', '900113642', '900077967', '900109589', '900039008', '900102849', '900075087']"
80585,"['900118743', '900112639', '900116313', '900118199', '900108036', '900115752', '900092082', '900097924', '900118498', '900108318', '900113851']"
80563,"['900113894', '900115136', '900110413', '900113820', '900114984', '900110668', '900112552', '900114973', '900118046', '900088875', '900115450', '900109755', '900113658']"
80564,"['900115939', '900095315', '900116995']"
80565,"['900116077', '900110262', '900116971', '900112885', '900114384', '900117659', '900114311', '900110509', '900113892', '900118203', '900112485', '900109374', '900118094', '900115995', '900113084', '900117368', '900112514', '900117680']"
80566,"['900104530', '900118698', '900113835', '900112210', '900100392', '900111439', '900118278', '900111129']"
80567,"['900114425', '900112025', '900118848', '900114706', '900107531', '900110023', '900114426', '900114836', '900058642', '900120571', '900089236', '900114355', '900102399', '900107821', '900120095', '900111924', '900114306', '900104361', '900105631', '900103893', '900116253', '900114822', '900109368', '900115023']"
80568,"['900108193', '900096143', '900111163', '900061687', '900114171', '900060930', '900116048', '900112942', '900080463', '900112765', '900112300', '900109595']"
80569,"['900111846', '900115951', '900114872', '900104328']"
80570,"['900111464', '900107226', '900118204', '900112099', '900116285', '900097331']"
80571,"['900114639', '900078998', '900099352', '900007832', '900101696', '900072137', '900109719', '900112124', '900066536', '900111526', '900118222', '900092837', '900106768', '900113734', '900109371', '900117778', '900109308', '900100716']"
80572,"['900119110', '900111854', '900117837', '900070329', '900108708', '900114893', '900107923', '900116304', '900115016', '900106623', '900109601', '900112381', '900103233', '900119706', '900114947', '900118089', '900114904', '900103516', '900088960', '900116840', '900114316', '900115969', '900117634', '900108608', '900062484']"
80573,['900114745']
80574,"['900056328', '900104370', '900110483', '900117552', '900119372', '900106729', '900114914', '900096965', '900119368', '900113425', '900109512', '900107839', '900115672', '900115333', '900119513', '900115787', '900108289', '900118142', '900117652', '900118627', '900117813', '900110031', '900116392', '900112338', '900119438']"
80575,"['900107082', '900104185', '900111675', '900116160', '900115118', '900109263', '900111045', '900113408', '900114907', '900111007', '900097823', '900113050', '900110609', '900097552', '900095469', '900112136', '900114329', '900111141', '900119112', '900114943', '900114987', '900112500', '900112415', '900109934', '900114535']"
80576,"['900119110', '900077108', '900116500', '900113128', '900110091', '900075407']"
80577,"['900114996', '900070251', '900107963', '900119372', '900109437', '900114170', '900117990', '900112040', '900103803', '900117838', '900113993', '900115428', '900092814', '900113799', '900112060', '900110727', '900111141', '900112756', '900114267', '900115559', '900075407', '900111334', '900115236']"
80578,"['900114594', '900107234', '900114382', '900111711', '900102871', '900116211', '900108039', '900114964', '900103655', '900112548', '900114888', '900113438', '900102106', '900112401', '900064471', '900109374', '900114356', '900109030', '900087172', '900112413', '900112414', '900114754', '900117368', '900106518']"
80579,"['900116015', '900109660', '900113530', '900109415', '900113425', '900118329', '900108071', '900091959', '900118142', '900097637', '900117541', '900117558', '900070655', '900111976', '900105017', '900109773', '900118094', '900106750', '900116714']"
80580,"['900109837', '900106626', '900116403', '900083999', '900108690', '900108420', '900058076', '900114998', '900114718', '900089631', '900115154', '900113734', '900092819', '900048788', '900106278', '900107583', '900117301']"
80581,"['900106009', '900116966', '900113947', '900030935', '900107821', '900112297', '900096372', '900105133', '900110119', '900114448', '900072457', '900117116', '900095315', '900110003', '900096741', '900109786', '900119381', '900099331', '900114504', '900114915']"
80582,"['900111464', '900114974', '900101088', '900102909', '900116054', '900112272', '900077645', '900115934', '900111831', '900111293', '900111526', '900109572', '900105129', '900081450', '900106768', '900116285']"
80583,"['900108313', '900111464', '900116762', '900097872', '900118899', '900108625', '900088805', '900111831', '900112927', '900107821', '900111924', '900121157', '900104003', '900097553', '900112599', '900113804', '900108138', '900103893', '900098458', '900109755', '900104448', '900104973', '900085471', '900115447', '900098199', '900109051']"
80584,"['900104884', '900097256', '900095328', '900098214', '900109416', '900095707', '900099272', '900104361', '900104003', '900105631', '900081643', '900112599', '900094191', '900095336', '900101186', '900113470', '900113401', '900092763']"
80586,"['900116762', '900106009', '900096727', '900103800', '900113199', '900112272', '900077645', '900111045', '900088805', '900109416', '900111007', '900100032', '900113050', '900121157', '900072457', '900109763', '900113226', '900099331', '900098458', '900113470', '900105241', '900114504']"
80587,"['900110143', '900108625', '900109085', '900119381', '900098611', '900102337', '900111760']"
80588,"['900091652', '900106921', '900118899', '900098085', '900113199', '900097556', '900107839', '900083775', '900097823', '900107226', '900107241', '900101693', '900116188', '900102337', '900116285', '900104448', '900097270']"
80589,"['900089801', '900097256', '900118899', '900099352', '900108944', '900112927', '900111924', '900095503', '900103710', '900083775', '900104361', '900103892', '900103233', '900111526', '900112599', '900113804', '900111857', '900106884', '900103893', '900094191', '900108318', '900111499', '900097331', '900101266']"
80590,"['900070657', '900098085', '900102911', '900098010', '900104448', '900113401', '900103954', '900092763', '900097032']"
80591,"['900111464', '900114031', '900108031', '900105796', '900092199', '900097463', '900102399', '900113408', '900075352', '900104455', '900095707', '900097823', '900099272', '900112124', '900109601', '900112149', '900109572', '900105129', '900108886', '900118057', '900104973', '900103954', '900085471', '900092763']"
80592,"['900089801', '900116762', '900104846', '900096727', '900113199', '900102909', '900109416', '900114104', '900105133', '900095503', '900103710', '900070220', '900106185', '900107226', '900108812', '900111857', '900079177', '900094191', '900117664', '900111013', '900111345', '900117124', '900106518', '900109084']"
80593,"['900108313', '900097872', '900097256', '900092199', '900100628', '900107010', '900103710', '900087957', '900099272', '900078086', '900081643', '900097553', '900096741', '900099396', '900113226', '900103194', '900094191', '900083963', '900081450', '900092627', '900106843', '900103954', '900098199', '900109051', '900111760']"
80594,"['900101088', '900108625', '900095328', '900103565', '900106185', '900067565', '900105129', '900095336', '900108318', '900111499', '900093311', '900068159', '900101266']"
80595,"['900097872', '900108625', '900095328', '900112927', '900111924', '900103565', '900108168', '900107241', '900110003', '900112599', '900113804', '900103194', '900119381', '900106934', '900098611', '900113470', '900108318', '900111499', '900102337', '900113401', '900097331']"
80596,"['900089801', '900098085', '900108031', '900097556', '900092020', '900093245', '900075352', '900107839', '900095707', '900071922', '900083775', '900107038', '900094765', '900103233', '900108365', '900111526', '900112599', '900113804', '900111857', '900102911', '900101693', '900098010', '900092738', '900108886', '900104448', '900097270']"
80597,"['900104846', '900097494', '900102909', '900105796', '900089356', '900093245', '900100628', '900103565', '900108168', '900097553', '900096741', '900099396', '900091493', '900103194', '900081450', '900092627', '900097191', '900103554']"
80598,"['900091652', '900104884', '900097872', '900106921', '900095328', '900097556', '900098214', '900080544', '900102399', '900092000', '900075352', '900107839', '900099272', '900094765', '900100975', '900108138', '900094191', '900067565', '900086097']"
80599,"['900106921', '900086444', '900095328', '900092199', '900093245', '900095542', '900080544', '900102399', '900105626', '900100628', '900075352', '900107839', '900094765', '900097392', '900104003', '900105631', '900108365', '900097553', '900096741', '900097353', '900103194', '900067565', '900085332', '900092627', '900098199', '900097191', '900103554']"
80600,"['900091652', '900106921', '900106729', '900091493', '900086097']"
80601,"['900105931', '900104884', '900097256', '900104846', '900095328', '900108031', '900097556', '900092199', '900102537', '900092000', '900075352', '900108863', '900095707', '900087957', '900099272', '900097392', '900105631', '900103233', '900108365', '900097353', '900091493', '900103194', '900067565', '900086097', '900111499', '900097032', '900088505', '900103554']"
80602,"['900104846', '900097494', '900089356', '900111857', '900097032', '900088505']"
80367,"['900108602', '900114365', '900109439', '900113617', '900114646', '900115015', '900108859', '900107383', '900112537', '900103254', '900096606', '900115083', '900110948', '900112087', '900098041', '900118794', '900112397', '900109547', '900092533', '900111933', '900115438', '900062674', '900081742', '900092108', '900119353']"
80368,"['900111996', '900103703', '900092284', '900118448', '900113033', '900116108', '900114150']"
80369,"['900118103', '900084569', '900107906', '900108221', '900116923', '900109913', '900117814', '900105230', '900119975']"
80370,"['900092154', '900096085', '900105089']"
80372,"['900114365', '900112317', '900109650', '900106207', '900093622', '900115446', '900091424', '900114344', '900116458', '900114534', '900112397', '900107906', '900118465', '900109547', '900116102', '900059643', '900115438', '900117814', '900116225', '900092108', '900104170']"
80373,"['900106469', '900117304', '900114886', '900117723', '900111996', '900116348', '900117115', '900102754', '900115083', '900118448', '900113033', '900117770', '900118576', '900117026', '900105230', '900111094']"
80374,"['900033239', '900115006']"
80375,"['900075483', '900100139', '900088163', '900114810', '900116341']"
80377,"['900112841', '900121203', '900112667', '900115575', '900116550', '900113598', '900109017', '900093804', '900112678', '900118108', '900109490', '900111941', '900109068', '900100311', '900115759', '900114150', '900104170', '900096390']"
80378,"['900115729', '900115736', '900112343', '900114070', '900114036', '900098254', '900092422', '900116051', '900104818', '900103254', '900108959', '900111983', '900091972', '900110237', '900115552', '900115006', '900108221', '900111151', '900114361', '900107503', '900106611', '900114460', '900085870']"
80379,"['900111137', '900118081', '900115046', '900118483', '900113233', '900114317', '900102983', '900111467', '900107201', '900084569', '900111146', '900114714', '900105447', '900117140', '900108310', '900108967', '900108703', '900098041', '900113938', '900109525', '900114111', '900115328', '900113321', '900109151', '900110768', '900086942', '900110339']"
80380,"['900109439', '900100526', '900101200', '900101556', '900097395', '900111299', '900099297', '900098242', '900104036', '900081465', '900118445', '900073062', '900119708', '900080922', '900109153', '900068732', '900036403']"
80381,"['900108927', '900104467', '900097267', '900097899', '900109098', '900064893', '900108163', '900118433', '900102839', '900111897', '900106107', '900102541', '900109961', '900102927', '900103788', '900103490', '900103482', '900094423', '900118432', '900100013', '900110749', '900091447', '900098049', '900111435', '900118395', '900109442', '900104511', '900091686', '900031663', '900097266', '900120476', '900103925', '900097834', '900116745', '900100740', '900106807', '900089849', '900107451', '900115703']"
80382,"['900034588', '900066063', '900100314', '900100652', '900101165', '900106184', '900097286', '900095061', '900111873', '900118211', '900076510', '900118212', '900097519', '900098223', '900073520', '900107035', '900092420', '900092089', '900099250', '900098617', '900108994']"
80386,"['900108565', '900112841', '900097905', '900099863', '900105891', '900102620', '900105640', '900069589', '900092268', '900111146', '900103482', '900094423', '900076215', '900100013', '900111063', '900091056', '900113189', '900110749', '900088345', '900119084', '900103134', '900101742', '900101500', '900083222', '900118395', '900109442', '900080922', '900077200', '900108088', '900097417', '900106611', '900076517', '900100740', '900108172', '900110339']"
80388,"['900092272', '900034588', '900014556', '900091139', '900103636', '900103756', '900106184', '900086601', '900095061', '900118211', '900041525', '900027945', '900107500', '900098104', '900091968', '900028183', '900089536', '900073520', '900099285', '900086796', '900116973', '900118396', '900098642', '900097459', '900101509', '900070907', '900097791', '900074368', '900097279', '900092450', '900081493']"
80390,"['900102770', '900107217', '900104467', '900091139', '900103756', '900102398', '900111873', '900118433', '900102134', '900069589', '900106107', '900090397', '900103705', '900086524', '900103490', '900103482', '900098104', '900097395', '900109511', '900100013', '900110749', '900102342', '900108703', '900113201', '900101742', '900107658', '900103481', '900077200', '900104511', '900098642', '900096887', '900106611', '900079126', '900076517', '900106316', '900106221', '900089849', '900101249']"
80391,"['900097520', '900097899', '900114070', '900086562', '900092422', '900104325', '900111146', '900093917', '900097395', '900110376', '900103032', '900088345', '900105782', '900118396', '900080922', '900106611', '900106221']"
80392,"['900047150', '900108933', '900121203', '900102541', '900107500', '900086416', '900109511', '900114344', '900091447', '900111065', '900097417', '900100311', '900110339', '900106163', '900105032']"
80393,"['900104467', '900103636', '900108744', '900107073', '900109370', '900111897', '900106107', '900103792', '900090397', '900116821', '900112678', '900103705', '900103254', '900103490', '900108310', '900108703', '900111435', '900031663', '900098642', '900089849', '900109936', '900096390']"
80394,"['900112841', '900118212', '900098242', '900102342', '900081465', '900101257', '900109153', '900115703']"
80395,"['900063567', '900097899', '900108933', '900102398', '900074525', '900071100', '900109961', '900076257', '900062754', '900105541', '900107658', '900097674', '900103853', '900074417', '900103712', '900106316', '900119353', '900101249', '900098183']"
80396,"['900108565', '900106272', '900118081', '900095028', '900086614', '900097905', '900109098', '900086601', '900099863', '900106595', '900110525', '900110177', '900111897', '900103705', '900027945', '900103788', '900103490', '900103482', '900094423', '900076215', '900081923', '900113189', '900108703', '900099285', '900119084', '900091447', '900113201', '900101742', '900101500', '900118395', '900103481', '900114555', '900080922', '900077200', '900031663', '900090706', '900105922', '900108994', '900101509', '900108172', '900107451']"
80397,"['900108565', '900090016', '900118211', '900099863', '900100905', '900111063', '900100551', '900119084', '900105541', '900076517', '900101249']"
80398,"['900108565', '900089031', '900075386', '900107836', '900065576', '900095028', '900107217', '900083609', '900097624', '900100314', '900014556', '900091139', '900095485', '900069789', '900055515', '900063608', '900095894', '900084652', '900064893', '900101011', '900107322', '900016059', '900086601', '900102398', '900099782', '900041525', '900105891', '900063779', '900098038', '900086177', '900071100', '900083113', '900110177', '900103861', '900086524', '900101194', '900027945', '900099315', '900106855', '900056993', '900104985', '900105924', '900076257', '900118432', '900113189', '900110749', '900097890', '900082507', '900095500', '900105541', '900084373', '900098049', '900096341', '900103134', '900104369', '900116973', '900118644', '900107658', '900084692', '900097427', '900083222', '900118395', '900103724', '900101167', '900103454', '900103853', '900074417', '900091783', '900113797', '900091058', '900120476', '900076517', '900102895', '900100740', '900100891', '900097279']"
80604,"['900109650', '900114886', '900093622', '900102754', '900063574', '900118465', '900098565']"
80605,"['900062332', '900097064']"
80606,"['900115142', '900104329', '900107041', '900097072', '900109650', '900109223', '900103259', '900116824', '900069320', '900092744', '900108702', '900063574', '900108605', '900115366', '900100182', '900101033', '900098565', '900116331', '900109924', '900117933', '900107309', '900090050', '900111896']"
80607,"['900105636', '900107041', '900106081', '900109223', '900105446', '900069320', '900108702', '900100182', '900101033', '900102571', '900107309', '900090050', '900100715', '900062520']"
80608,"['900102028', '900115142', '900104329', '900116824', '900092744', '900063574', '900108605', '900115366', '900116331', '900109924', '900117933']"
80609,"['900105636', '900107041', '900097072', '900109223', '900105446', '900108702', '900100182', '900102571', '900107309', '900062520', '900111896']"
80610,"['900106081', '900109428', '900099237', '900100715']"
80616,"['900112570', '900112012', '900116155', '900118050', '900111846', '900115934', '900114893', '900114404', '900106623', '900103269', '900115871', '900117116', '900112388', '900116083', '900108015', '900119602', '900118944', '900104360', '900101693', '900117941', '900114814', '900113657', '900103274', '900117883']"
80617,"['900106413', '900117922', '900103211', '900104335', '900089236', '900116041', '900116053', '900114170', '900116511', '900113436', '900118532', '900101172', '900111457', '900120468', '900103649', '900112974', '900112070', '900116834', '900115426', '900109084', '900121259']"
80618,"['900108824', '900116966', '900115199', '900111861', '900118048', '900097463', '900120563', '900112297', '900115097', '900112318', '900115446', '900109786', '900117326', '900116354', '900118020']"
80619,"['900119053', '900109708', '900111831', '900115635', '900114245', '900114303', '900116237', '900107721', '900114146', '900115077', '900110679', '900116102', '900113212', '900114859', '900118057', '900114916', '900115447', '900115300']"
80620,"['900114369', '900114837', '900116785', '900115070', '900122200', '900118035', '900109902', '900098557', '900064471', '900112879', '900107606']"
80621,[]
80622,"['900113372', '900113947', '900111156', '900114659', '900116306', '900105133', '900118332', '900111931', '900115098', '900111945', '900111555', '900109487']"
80623,"['900117016', '900116054', '900106729', '900030935', '900119293', '900099315', '900079917', '900121044', '900117124', '900116021']"
80624,"['900118921', '900116077', '900110022', '900111326', '900075895', '900114310', '900114032', '900117297', '900117090', '900114104', '900111293', '900096372', '900114436', '900114448', '900117844', '900113128', '900111604', '900116118', '900106934', '900117938', '900115058', '900115072', '900104973', '900114915']"
80625,"['900117988', '900114031', '900112316', '900113199', '900077645', '900115758', '900112769', '900118075', '900077967', '900098611', '900109755']"
80626,"['900076140', '900119147', '900115038', '900083999', '900089179', '900118732', '900112508', '900115930', '900111587', '900112400', '900115959', '900109807', '900116106', '900109145', '900117313', '900111896']"
80627,"['900113656', '900113820', '900108114', '900117931', '900114306', '900107899', '900107038', '900109165', '900078086', '900114086', '900109479', '900116202', '900111625', '900115940', '900105241']"
80628,"['900107214', '900111317', '900118183', '900100870', '900109866', '900101695', '900100283', '900115022', '900070922', '900107039', '900103266', '900075364', '900097191', '900114970']"
80629,"['900111464', '900105931', '900106009', '900092497', '900086444', '900096727', '900099352', '900112151', '900108791', '900115011', '900107224', '900112927', '900113408', '900118183', '900092768', '900112124', '900103892', '900103582', '900110003', '900106884', '900079177', '900103266', '900102237', '900111345', '900085471', '900114504', '900111760']"
80630,"['900092703', '900116762', '900070657', '900111045', '900108944', '900109416', '900108860', '900111007', '900095503', '900113050', '900100283', '900117318', '900108168', '900072457', '900111526', '900102911', '900113226', '900112149', '900109572', '900115245', '900099331', '900077269', '900117498', '900113401', '900075364', '900097191', '900107887', '900065696']"
80631,"['900108313', '900096143', '900102537', '900089356', '900103631', '900111569', '900107821', '900109866', '900108863', '900087957', '900100975', '900082550', '900095336', '900106768', '900101186', '900116188', '900117131', '900109276', '900062987', '900109051', '900088505']"
80632,"['900100644', '900098696', '900102399', '900105626', '900090058', '900111924', '900105498', '900110776', '900105192', '900071828', '900111964', '900066536', '900113175', '900116006', '900107887']"
80633,"['900111317', '900105796', '900115011', '900118183', '900100870', '900101695', '900108289', '900070922', '900107039', '900098010', '900103266', '900092738', '900110227', '900075364', '900097191', '900114970']"
80636,"['900100644', '900101034', '900090058', '900101695', '900098495', '900105498', '900110776', '900066536', '900055555', '900085203', '900114970']"
80634,"['900106921', '900100628', '900107010', '900101695', '900083775', '900098301', '900121157', '900097392', '900105498', '900108289', '900070922', '900111964', '900066536', '900097353', '900091493', '900102911', '900098010', '900098458', '900116006']"
80635,[]
80637,"['900096966', '900098495', '900105096', '900103554']"
80638,"['900089801', '900102909', '900101034', '900090058', '900098495', '900105498', '900110776', '900097553', '900081450', '900105096', '900055555', '900085203', '900098199']"
80611,"['900102028', '900106413', '900112316', '900114451', '900118146', '900109650', '900115758', '900116824', '900085808', '900086087', '900118035', '900113346', '900116802', '900109775', '900112675', '900116331', '900097764', '900119083']"
80612,"['900115947', '900121452', '900108859', '900111863', '900105919', '900108149', '900118809', '900114689']"
80613,"['900097469', '900116590', '900114173', '900111801', '900112360', '900114659', '900110754', '900114436', '900105646', '900116057', '900108702', '900114615', '900116102', '900111013', '900093693', '900097551']"
80614,"['900112570', '900113656', '900115972', '900111827', '900114105', '900109165', '900116661', '900118336', '900111111', '900107721', '900115077', '900113657', '900115218', '900075364']"
80615,"['900097469', '900118024', '900087036', '900106087', '900114173', '900113211', '900108623', '900118732', '900114436', '900104690', '900117844', '900105721', '900102995', '900107089', '900115012', '900082997', '900093693', '900097241', '900117119']"
80050,"['900111510', '900114340', '900012974', '900102469', '900115304', '900107305', '900109658', '900035439', '900103973', '900119154', '900105143', '900103472', '900115214', '900112430', '900090473']"
80068,"['900115142', '900110025', '900115867', '900110754', '900118199', '900111782', '900108036', '900115045', '900114220', '900108478']"
80037,"['900115038', '900119513', '900116980', '900118203', '900098258', '900116022', '900119231']"
80031,"['900112568', '900114559', '900084390', '900115241', '900119026', '900109527', '900113548', '900116971', '900112172', '900114170', '900112537', '900115349', '900109068', '900122188', '900116078', '900117770', '900115058', '900087172', '900117053', '900117813', '900114367', '900109428', '900111129']"
80038,"['900111981', '900112087', '900118278', '900116108']"
80058,"['900113598', '900100032', '900114105', '900117318', '900105359', '900119706', '900114491', '900115438', '900084448', '900110869', '900116545']"
80033,"['900098175', '900115382', '900115029', '900112269', '900117142', '900103622', '900116661', '900089141', '900119019', '900115605', '900104406', '900117938', '900112300', '900113212', '900120193', '900118104']"
80059,"['900106615', '900114646', '900114199', '900060930', '900114384', '900112397', '900113346', '900117941', '900118929', '900119459']"
80034,"['900118999', '900090014', '900113084', '900115607']"
80060,"['900114104', '900114421', '900114859']"
80066,"['900108163', '900118930', '900105439', '900113892', '900114872', '900118794', '900119112', '900117154', '900117119', '900107887']"
80067,"['900117090', '900095960', '900113355', '900064471', '900116714']"
80040,"['900119147', '900117011', '900036338', '900119511', '900112538', '900118982', '900118052']"
